Multi_Cell_Image_Id,Multi_Cell_Image_Name,Single_Cell_Image_Id,TableNumber,ImageNumber,Image_Metadata_Plate_DAPI,Image_Metadata_Well_DAPI,Replicate,Image_Metadata_Compound,Image_Metadata_Concentration,moa
1,B02_s1_w16F89C55C-7808-4136-82E4-E066F8E3CB10,191,4,241,Week4_27521,B02,2,DMSO,0.0,DMSO
1,B02_s1_w16F89C55C-7808-4136-82E4-E066F8E3CB10,192,4,241,Week4_27521,B02,2,DMSO,0.0,DMSO
1,B02_s1_w16F89C55C-7808-4136-82E4-E066F8E3CB10,193,4,241,Week4_27521,B02,2,DMSO,0.0,DMSO
1,B02_s1_w16F89C55C-7808-4136-82E4-E066F8E3CB10,194,4,241,Week4_27521,B02,2,DMSO,0.0,DMSO
1,B02_s1_w16F89C55C-7808-4136-82E4-E066F8E3CB10,195,4,241,Week4_27521,B02,2,DMSO,0.0,DMSO
1,B02_s1_w16F89C55C-7808-4136-82E4-E066F8E3CB10,196,4,241,Week4_27521,B02,2,DMSO,0.0,DMSO
1,B02_s1_w16F89C55C-7808-4136-82E4-E066F8E3CB10,197,4,241,Week4_27521,B02,2,DMSO,0.0,DMSO
1,B02_s1_w16F89C55C-7808-4136-82E4-E066F8E3CB10,198,4,241,Week4_27521,B02,2,DMSO,0.0,DMSO
1,B02_s1_w16F89C55C-7808-4136-82E4-E066F8E3CB10,199,4,241,Week4_27521,B02,2,DMSO,0.0,DMSO
1,B02_s1_w16F89C55C-7808-4136-82E4-E066F8E3CB10,200,4,241,Week4_27521,B02,2,DMSO,0.0,DMSO
1,B02_s1_w16F89C55C-7808-4136-82E4-E066F8E3CB10,201,4,241,Week4_27521,B02,2,DMSO,0.0,DMSO
1,B02_s1_w16F89C55C-7808-4136-82E4-E066F8E3CB10,202,4,241,Week4_27521,B02,2,DMSO,0.0,DMSO
1,B02_s1_w16F89C55C-7808-4136-82E4-E066F8E3CB10,203,4,241,Week4_27521,B02,2,DMSO,0.0,DMSO
10,B02_s2_w18894A89B-3736-4237-B423-1B5155F90BB0,0,4,242,Week4_27521,B02,2,DMSO,0.0,DMSO
10,B02_s2_w18894A89B-3736-4237-B423-1B5155F90BB0,1,4,242,Week4_27521,B02,2,DMSO,0.0,DMSO
10,B02_s2_w18894A89B-3736-4237-B423-1B5155F90BB0,2,4,242,Week4_27521,B02,2,DMSO,0.0,DMSO
10,B02_s2_w18894A89B-3736-4237-B423-1B5155F90BB0,3,4,242,Week4_27521,B02,2,DMSO,0.0,DMSO
10,B02_s2_w18894A89B-3736-4237-B423-1B5155F90BB0,4,4,242,Week4_27521,B02,2,DMSO,0.0,DMSO
10,B02_s2_w18894A89B-3736-4237-B423-1B5155F90BB0,5,4,242,Week4_27521,B02,2,DMSO,0.0,DMSO
10,B02_s2_w18894A89B-3736-4237-B423-1B5155F90BB0,6,4,242,Week4_27521,B02,2,DMSO,0.0,DMSO
10,B02_s2_w18894A89B-3736-4237-B423-1B5155F90BB0,7,4,242,Week4_27521,B02,2,DMSO,0.0,DMSO
10,B02_s2_w18894A89B-3736-4237-B423-1B5155F90BB0,8,4,242,Week4_27521,B02,2,DMSO,0.0,DMSO
10,B02_s2_w18894A89B-3736-4237-B423-1B5155F90BB0,9,4,242,Week4_27521,B02,2,DMSO,0.0,DMSO
10,B02_s2_w18894A89B-3736-4237-B423-1B5155F90BB0,10,4,242,Week4_27521,B02,2,DMSO,0.0,DMSO
10,B02_s2_w18894A89B-3736-4237-B423-1B5155F90BB0,11,4,242,Week4_27521,B02,2,DMSO,0.0,DMSO
10,B02_s2_w18894A89B-3736-4237-B423-1B5155F90BB0,12,4,242,Week4_27521,B02,2,DMSO,0.0,DMSO
10,B02_s2_w18894A89B-3736-4237-B423-1B5155F90BB0,13,4,242,Week4_27521,B02,2,DMSO,0.0,DMSO
10,B02_s2_w18894A89B-3736-4237-B423-1B5155F90BB0,14,4,242,Week4_27521,B02,2,DMSO,0.0,DMSO
10,B02_s2_w18894A89B-3736-4237-B423-1B5155F90BB0,15,4,242,Week4_27521,B02,2,DMSO,0.0,DMSO
10,B02_s2_w18894A89B-3736-4237-B423-1B5155F90BB0,16,4,242,Week4_27521,B02,2,DMSO,0.0,DMSO
10,B02_s2_w18894A89B-3736-4237-B423-1B5155F90BB0,17,4,242,Week4_27521,B02,2,DMSO,0.0,DMSO
10,B02_s2_w18894A89B-3736-4237-B423-1B5155F90BB0,18,4,242,Week4_27521,B02,2,DMSO,0.0,DMSO
10,B02_s2_w18894A89B-3736-4237-B423-1B5155F90BB0,19,4,242,Week4_27521,B02,2,DMSO,0.0,DMSO
10,B02_s2_w18894A89B-3736-4237-B423-1B5155F90BB0,20,4,242,Week4_27521,B02,2,DMSO,0.0,DMSO
10,B02_s2_w18894A89B-3736-4237-B423-1B5155F90BB0,21,4,242,Week4_27521,B02,2,DMSO,0.0,DMSO
10,B02_s2_w18894A89B-3736-4237-B423-1B5155F90BB0,22,4,242,Week4_27521,B02,2,DMSO,0.0,DMSO
10,B02_s2_w18894A89B-3736-4237-B423-1B5155F90BB0,23,4,242,Week4_27521,B02,2,DMSO,0.0,DMSO
10,B02_s2_w18894A89B-3736-4237-B423-1B5155F90BB0,24,4,242,Week4_27521,B02,2,DMSO,0.0,DMSO
10,B02_s2_w18894A89B-3736-4237-B423-1B5155F90BB0,25,4,242,Week4_27521,B02,2,DMSO,0.0,DMSO
10,B02_s2_w18894A89B-3736-4237-B423-1B5155F90BB0,26,4,242,Week4_27521,B02,2,DMSO,0.0,DMSO
10,B02_s2_w18894A89B-3736-4237-B423-1B5155F90BB0,27,4,242,Week4_27521,B02,2,DMSO,0.0,DMSO
10,B02_s2_w18894A89B-3736-4237-B423-1B5155F90BB0,28,4,242,Week4_27521,B02,2,DMSO,0.0,DMSO
10,B02_s2_w18894A89B-3736-4237-B423-1B5155F90BB0,29,4,242,Week4_27521,B02,2,DMSO,0.0,DMSO
10,B02_s2_w18894A89B-3736-4237-B423-1B5155F90BB0,30,4,242,Week4_27521,B02,2,DMSO,0.0,DMSO
10,B02_s2_w18894A89B-3736-4237-B423-1B5155F90BB0,31,4,242,Week4_27521,B02,2,DMSO,0.0,DMSO
10,B02_s2_w18894A89B-3736-4237-B423-1B5155F90BB0,32,4,242,Week4_27521,B02,2,DMSO,0.0,DMSO
10,B02_s2_w18894A89B-3736-4237-B423-1B5155F90BB0,33,4,242,Week4_27521,B02,2,DMSO,0.0,DMSO
10,B02_s2_w18894A89B-3736-4237-B423-1B5155F90BB0,34,4,242,Week4_27521,B02,2,DMSO,0.0,DMSO
10,B02_s2_w18894A89B-3736-4237-B423-1B5155F90BB0,35,4,242,Week4_27521,B02,2,DMSO,0.0,DMSO
10,B02_s2_w18894A89B-3736-4237-B423-1B5155F90BB0,36,4,242,Week4_27521,B02,2,DMSO,0.0,DMSO
10,B02_s2_w18894A89B-3736-4237-B423-1B5155F90BB0,37,4,242,Week4_27521,B02,2,DMSO,0.0,DMSO
10,B02_s2_w18894A89B-3736-4237-B423-1B5155F90BB0,38,4,242,Week4_27521,B02,2,DMSO,0.0,DMSO
10,B02_s2_w18894A89B-3736-4237-B423-1B5155F90BB0,39,4,242,Week4_27521,B02,2,DMSO,0.0,DMSO
10,B02_s2_w18894A89B-3736-4237-B423-1B5155F90BB0,40,4,242,Week4_27521,B02,2,DMSO,0.0,DMSO
10,B02_s2_w18894A89B-3736-4237-B423-1B5155F90BB0,41,4,242,Week4_27521,B02,2,DMSO,0.0,DMSO
10,B02_s2_w18894A89B-3736-4237-B423-1B5155F90BB0,42,4,242,Week4_27521,B02,2,DMSO,0.0,DMSO
10,B02_s2_w18894A89B-3736-4237-B423-1B5155F90BB0,43,4,242,Week4_27521,B02,2,DMSO,0.0,DMSO
10,B02_s2_w18894A89B-3736-4237-B423-1B5155F90BB0,44,4,242,Week4_27521,B02,2,DMSO,0.0,DMSO
10,B02_s2_w18894A89B-3736-4237-B423-1B5155F90BB0,45,4,242,Week4_27521,B02,2,DMSO,0.0,DMSO
10,B02_s2_w18894A89B-3736-4237-B423-1B5155F90BB0,46,4,242,Week4_27521,B02,2,DMSO,0.0,DMSO
10,B02_s2_w18894A89B-3736-4237-B423-1B5155F90BB0,47,4,242,Week4_27521,B02,2,DMSO,0.0,DMSO
10,B02_s2_w18894A89B-3736-4237-B423-1B5155F90BB0,48,4,242,Week4_27521,B02,2,DMSO,0.0,DMSO
10,B02_s2_w18894A89B-3736-4237-B423-1B5155F90BB0,49,4,242,Week4_27521,B02,2,DMSO,0.0,DMSO
10,B02_s2_w18894A89B-3736-4237-B423-1B5155F90BB0,50,4,242,Week4_27521,B02,2,DMSO,0.0,DMSO
10,B02_s2_w18894A89B-3736-4237-B423-1B5155F90BB0,51,4,242,Week4_27521,B02,2,DMSO,0.0,DMSO
10,B02_s2_w18894A89B-3736-4237-B423-1B5155F90BB0,52,4,242,Week4_27521,B02,2,DMSO,0.0,DMSO
10,B02_s2_w18894A89B-3736-4237-B423-1B5155F90BB0,53,4,242,Week4_27521,B02,2,DMSO,0.0,DMSO
10,B02_s2_w18894A89B-3736-4237-B423-1B5155F90BB0,54,4,242,Week4_27521,B02,2,DMSO,0.0,DMSO
10,B02_s2_w18894A89B-3736-4237-B423-1B5155F90BB0,55,4,242,Week4_27521,B02,2,DMSO,0.0,DMSO
10,B02_s2_w18894A89B-3736-4237-B423-1B5155F90BB0,56,4,242,Week4_27521,B02,2,DMSO,0.0,DMSO
10,B02_s2_w18894A89B-3736-4237-B423-1B5155F90BB0,57,4,242,Week4_27521,B02,2,DMSO,0.0,DMSO
10,B02_s2_w18894A89B-3736-4237-B423-1B5155F90BB0,58,4,242,Week4_27521,B02,2,DMSO,0.0,DMSO
10,B02_s2_w18894A89B-3736-4237-B423-1B5155F90BB0,59,4,242,Week4_27521,B02,2,DMSO,0.0,DMSO
10,B02_s2_w18894A89B-3736-4237-B423-1B5155F90BB0,60,4,242,Week4_27521,B02,2,DMSO,0.0,DMSO
10,B02_s2_w18894A89B-3736-4237-B423-1B5155F90BB0,61,4,242,Week4_27521,B02,2,DMSO,0.0,DMSO
10,B02_s2_w18894A89B-3736-4237-B423-1B5155F90BB0,62,4,242,Week4_27521,B02,2,DMSO,0.0,DMSO
10,B02_s2_w18894A89B-3736-4237-B423-1B5155F90BB0,63,4,242,Week4_27521,B02,2,DMSO,0.0,DMSO
10,B02_s2_w18894A89B-3736-4237-B423-1B5155F90BB0,64,4,242,Week4_27521,B02,2,DMSO,0.0,DMSO
10,B02_s2_w18894A89B-3736-4237-B423-1B5155F90BB0,65,4,242,Week4_27521,B02,2,DMSO,0.0,DMSO
10,B02_s2_w18894A89B-3736-4237-B423-1B5155F90BB0,66,4,242,Week4_27521,B02,2,DMSO,0.0,DMSO
10,B02_s2_w18894A89B-3736-4237-B423-1B5155F90BB0,67,4,242,Week4_27521,B02,2,DMSO,0.0,DMSO
10,B02_s2_w18894A89B-3736-4237-B423-1B5155F90BB0,68,4,242,Week4_27521,B02,2,DMSO,0.0,DMSO
10,B02_s2_w18894A89B-3736-4237-B423-1B5155F90BB0,69,4,242,Week4_27521,B02,2,DMSO,0.0,DMSO
10,B02_s2_w18894A89B-3736-4237-B423-1B5155F90BB0,70,4,242,Week4_27521,B02,2,DMSO,0.0,DMSO
10,B02_s2_w18894A89B-3736-4237-B423-1B5155F90BB0,71,4,242,Week4_27521,B02,2,DMSO,0.0,DMSO
10,B02_s2_w18894A89B-3736-4237-B423-1B5155F90BB0,72,4,242,Week4_27521,B02,2,DMSO,0.0,DMSO
10,B02_s2_w18894A89B-3736-4237-B423-1B5155F90BB0,73,4,242,Week4_27521,B02,2,DMSO,0.0,DMSO
10,B02_s2_w18894A89B-3736-4237-B423-1B5155F90BB0,74,4,242,Week4_27521,B02,2,DMSO,0.0,DMSO
10,B02_s2_w18894A89B-3736-4237-B423-1B5155F90BB0,75,4,242,Week4_27521,B02,2,DMSO,0.0,DMSO
10,B02_s2_w18894A89B-3736-4237-B423-1B5155F90BB0,76,4,242,Week4_27521,B02,2,DMSO,0.0,DMSO
10,B02_s2_w18894A89B-3736-4237-B423-1B5155F90BB0,77,4,242,Week4_27521,B02,2,DMSO,0.0,DMSO
10,B02_s2_w18894A89B-3736-4237-B423-1B5155F90BB0,78,4,242,Week4_27521,B02,2,DMSO,0.0,DMSO
10,B02_s2_w18894A89B-3736-4237-B423-1B5155F90BB0,79,4,242,Week4_27521,B02,2,DMSO,0.0,DMSO
10,B02_s2_w18894A89B-3736-4237-B423-1B5155F90BB0,80,4,242,Week4_27521,B02,2,DMSO,0.0,DMSO
10,B02_s2_w18894A89B-3736-4237-B423-1B5155F90BB0,81,4,242,Week4_27521,B02,2,DMSO,0.0,DMSO
10,B02_s2_w18894A89B-3736-4237-B423-1B5155F90BB0,82,4,242,Week4_27521,B02,2,DMSO,0.0,DMSO
10,B02_s2_w18894A89B-3736-4237-B423-1B5155F90BB0,83,4,242,Week4_27521,B02,2,DMSO,0.0,DMSO
10,B02_s2_w18894A89B-3736-4237-B423-1B5155F90BB0,84,4,242,Week4_27521,B02,2,DMSO,0.0,DMSO
10,B02_s2_w18894A89B-3736-4237-B423-1B5155F90BB0,85,4,242,Week4_27521,B02,2,DMSO,0.0,DMSO
10,B02_s2_w18894A89B-3736-4237-B423-1B5155F90BB0,86,4,242,Week4_27521,B02,2,DMSO,0.0,DMSO
10,B02_s2_w18894A89B-3736-4237-B423-1B5155F90BB0,87,4,242,Week4_27521,B02,2,DMSO,0.0,DMSO
10,B02_s2_w18894A89B-3736-4237-B423-1B5155F90BB0,88,4,242,Week4_27521,B02,2,DMSO,0.0,DMSO
10,B02_s2_w18894A89B-3736-4237-B423-1B5155F90BB0,89,4,242,Week4_27521,B02,2,DMSO,0.0,DMSO
10,B02_s2_w18894A89B-3736-4237-B423-1B5155F90BB0,90,4,242,Week4_27521,B02,2,DMSO,0.0,DMSO
10,B02_s2_w18894A89B-3736-4237-B423-1B5155F90BB0,91,4,242,Week4_27521,B02,2,DMSO,0.0,DMSO
10,B02_s2_w18894A89B-3736-4237-B423-1B5155F90BB0,92,4,242,Week4_27521,B02,2,DMSO,0.0,DMSO
10,B02_s2_w18894A89B-3736-4237-B423-1B5155F90BB0,93,4,242,Week4_27521,B02,2,DMSO,0.0,DMSO
10,B02_s2_w18894A89B-3736-4237-B423-1B5155F90BB0,94,4,242,Week4_27521,B02,2,DMSO,0.0,DMSO
10,B02_s2_w18894A89B-3736-4237-B423-1B5155F90BB0,95,4,242,Week4_27521,B02,2,DMSO,0.0,DMSO
10,B02_s2_w18894A89B-3736-4237-B423-1B5155F90BB0,96,4,242,Week4_27521,B02,2,DMSO,0.0,DMSO
10,B02_s2_w18894A89B-3736-4237-B423-1B5155F90BB0,97,4,242,Week4_27521,B02,2,DMSO,0.0,DMSO
10,B02_s2_w18894A89B-3736-4237-B423-1B5155F90BB0,98,4,242,Week4_27521,B02,2,DMSO,0.0,DMSO
10,B02_s2_w18894A89B-3736-4237-B423-1B5155F90BB0,99,4,242,Week4_27521,B02,2,DMSO,0.0,DMSO
10,B02_s2_w18894A89B-3736-4237-B423-1B5155F90BB0,100,4,242,Week4_27521,B02,2,DMSO,0.0,DMSO
10,B02_s2_w18894A89B-3736-4237-B423-1B5155F90BB0,101,4,242,Week4_27521,B02,2,DMSO,0.0,DMSO
10,B02_s2_w18894A89B-3736-4237-B423-1B5155F90BB0,102,4,242,Week4_27521,B02,2,DMSO,0.0,DMSO
10,B02_s2_w18894A89B-3736-4237-B423-1B5155F90BB0,103,4,242,Week4_27521,B02,2,DMSO,0.0,DMSO
10,B02_s2_w18894A89B-3736-4237-B423-1B5155F90BB0,104,4,242,Week4_27521,B02,2,DMSO,0.0,DMSO
10,B02_s2_w18894A89B-3736-4237-B423-1B5155F90BB0,105,4,242,Week4_27521,B02,2,DMSO,0.0,DMSO
10,B02_s2_w18894A89B-3736-4237-B423-1B5155F90BB0,106,4,242,Week4_27521,B02,2,DMSO,0.0,DMSO
10,B02_s2_w18894A89B-3736-4237-B423-1B5155F90BB0,107,4,242,Week4_27521,B02,2,DMSO,0.0,DMSO
10,B02_s2_w18894A89B-3736-4237-B423-1B5155F90BB0,108,4,242,Week4_27521,B02,2,DMSO,0.0,DMSO
10,B02_s2_w18894A89B-3736-4237-B423-1B5155F90BB0,109,4,242,Week4_27521,B02,2,DMSO,0.0,DMSO
10,B02_s2_w18894A89B-3736-4237-B423-1B5155F90BB0,110,4,242,Week4_27521,B02,2,DMSO,0.0,DMSO
10,B02_s2_w18894A89B-3736-4237-B423-1B5155F90BB0,111,4,242,Week4_27521,B02,2,DMSO,0.0,DMSO
10,B02_s2_w18894A89B-3736-4237-B423-1B5155F90BB0,112,4,242,Week4_27521,B02,2,DMSO,0.0,DMSO
10,B02_s2_w18894A89B-3736-4237-B423-1B5155F90BB0,113,4,242,Week4_27521,B02,2,DMSO,0.0,DMSO
10,B02_s2_w18894A89B-3736-4237-B423-1B5155F90BB0,114,4,242,Week4_27521,B02,2,DMSO,0.0,DMSO
10,B02_s2_w18894A89B-3736-4237-B423-1B5155F90BB0,115,4,242,Week4_27521,B02,2,DMSO,0.0,DMSO
10,B02_s2_w18894A89B-3736-4237-B423-1B5155F90BB0,116,4,242,Week4_27521,B02,2,DMSO,0.0,DMSO
10,B02_s2_w18894A89B-3736-4237-B423-1B5155F90BB0,117,4,242,Week4_27521,B02,2,DMSO,0.0,DMSO
10,B02_s2_w18894A89B-3736-4237-B423-1B5155F90BB0,118,4,242,Week4_27521,B02,2,DMSO,0.0,DMSO
10,B02_s2_w18894A89B-3736-4237-B423-1B5155F90BB0,119,4,242,Week4_27521,B02,2,DMSO,0.0,DMSO
10,B02_s2_w18894A89B-3736-4237-B423-1B5155F90BB0,120,4,242,Week4_27521,B02,2,DMSO,0.0,DMSO
10,B02_s2_w18894A89B-3736-4237-B423-1B5155F90BB0,121,4,242,Week4_27521,B02,2,DMSO,0.0,DMSO
10,B02_s2_w18894A89B-3736-4237-B423-1B5155F90BB0,122,4,242,Week4_27521,B02,2,DMSO,0.0,DMSO
10,B02_s2_w18894A89B-3736-4237-B423-1B5155F90BB0,123,4,242,Week4_27521,B02,2,DMSO,0.0,DMSO
10,B02_s2_w18894A89B-3736-4237-B423-1B5155F90BB0,124,4,242,Week4_27521,B02,2,DMSO,0.0,DMSO
10,B02_s2_w18894A89B-3736-4237-B423-1B5155F90BB0,125,4,242,Week4_27521,B02,2,DMSO,0.0,DMSO
10,B02_s2_w18894A89B-3736-4237-B423-1B5155F90BB0,126,4,242,Week4_27521,B02,2,DMSO,0.0,DMSO
10,B02_s2_w18894A89B-3736-4237-B423-1B5155F90BB0,127,4,242,Week4_27521,B02,2,DMSO,0.0,DMSO
10,B02_s2_w18894A89B-3736-4237-B423-1B5155F90BB0,128,4,242,Week4_27521,B02,2,DMSO,0.0,DMSO
10,B02_s2_w18894A89B-3736-4237-B423-1B5155F90BB0,129,4,242,Week4_27521,B02,2,DMSO,0.0,DMSO
10,B02_s2_w18894A89B-3736-4237-B423-1B5155F90BB0,130,4,242,Week4_27521,B02,2,DMSO,0.0,DMSO
10,B02_s2_w18894A89B-3736-4237-B423-1B5155F90BB0,131,4,242,Week4_27521,B02,2,DMSO,0.0,DMSO
10,B02_s2_w18894A89B-3736-4237-B423-1B5155F90BB0,132,4,242,Week4_27521,B02,2,DMSO,0.0,DMSO
10,B02_s2_w18894A89B-3736-4237-B423-1B5155F90BB0,133,4,242,Week4_27521,B02,2,DMSO,0.0,DMSO
10,B02_s2_w18894A89B-3736-4237-B423-1B5155F90BB0,134,4,242,Week4_27521,B02,2,DMSO,0.0,DMSO
10,B02_s2_w18894A89B-3736-4237-B423-1B5155F90BB0,135,4,242,Week4_27521,B02,2,DMSO,0.0,DMSO
10,B02_s2_w18894A89B-3736-4237-B423-1B5155F90BB0,136,4,242,Week4_27521,B02,2,DMSO,0.0,DMSO
10,B02_s2_w18894A89B-3736-4237-B423-1B5155F90BB0,137,4,242,Week4_27521,B02,2,DMSO,0.0,DMSO
10,B02_s2_w18894A89B-3736-4237-B423-1B5155F90BB0,138,4,242,Week4_27521,B02,2,DMSO,0.0,DMSO
10,B02_s2_w18894A89B-3736-4237-B423-1B5155F90BB0,139,4,242,Week4_27521,B02,2,DMSO,0.0,DMSO
10,B02_s2_w18894A89B-3736-4237-B423-1B5155F90BB0,140,4,242,Week4_27521,B02,2,DMSO,0.0,DMSO
10,B02_s2_w18894A89B-3736-4237-B423-1B5155F90BB0,141,4,242,Week4_27521,B02,2,DMSO,0.0,DMSO
10,B02_s2_w18894A89B-3736-4237-B423-1B5155F90BB0,142,4,242,Week4_27521,B02,2,DMSO,0.0,DMSO
10,B02_s2_w18894A89B-3736-4237-B423-1B5155F90BB0,143,4,242,Week4_27521,B02,2,DMSO,0.0,DMSO
10,B02_s2_w18894A89B-3736-4237-B423-1B5155F90BB0,144,4,242,Week4_27521,B02,2,DMSO,0.0,DMSO
10,B02_s2_w18894A89B-3736-4237-B423-1B5155F90BB0,145,4,242,Week4_27521,B02,2,DMSO,0.0,DMSO
10,B02_s2_w18894A89B-3736-4237-B423-1B5155F90BB0,146,4,242,Week4_27521,B02,2,DMSO,0.0,DMSO
10,B02_s2_w18894A89B-3736-4237-B423-1B5155F90BB0,147,4,242,Week4_27521,B02,2,DMSO,0.0,DMSO
10,B02_s2_w18894A89B-3736-4237-B423-1B5155F90BB0,148,4,242,Week4_27521,B02,2,DMSO,0.0,DMSO
10,B02_s2_w18894A89B-3736-4237-B423-1B5155F90BB0,149,4,242,Week4_27521,B02,2,DMSO,0.0,DMSO
10,B02_s2_w18894A89B-3736-4237-B423-1B5155F90BB0,150,4,242,Week4_27521,B02,2,DMSO,0.0,DMSO
10,B02_s2_w18894A89B-3736-4237-B423-1B5155F90BB0,151,4,242,Week4_27521,B02,2,DMSO,0.0,DMSO
10,B02_s2_w18894A89B-3736-4237-B423-1B5155F90BB0,152,4,242,Week4_27521,B02,2,DMSO,0.0,DMSO
10,B02_s2_w18894A89B-3736-4237-B423-1B5155F90BB0,153,4,242,Week4_27521,B02,2,DMSO,0.0,DMSO
10,B02_s2_w18894A89B-3736-4237-B423-1B5155F90BB0,154,4,242,Week4_27521,B02,2,DMSO,0.0,DMSO
10,B02_s2_w18894A89B-3736-4237-B423-1B5155F90BB0,155,4,242,Week4_27521,B02,2,DMSO,0.0,DMSO
10,B02_s2_w18894A89B-3736-4237-B423-1B5155F90BB0,156,4,242,Week4_27521,B02,2,DMSO,0.0,DMSO
10,B02_s2_w18894A89B-3736-4237-B423-1B5155F90BB0,157,4,242,Week4_27521,B02,2,DMSO,0.0,DMSO
10,B02_s2_w18894A89B-3736-4237-B423-1B5155F90BB0,158,4,242,Week4_27521,B02,2,DMSO,0.0,DMSO
10,B02_s2_w18894A89B-3736-4237-B423-1B5155F90BB0,159,4,242,Week4_27521,B02,2,DMSO,0.0,DMSO
10,B02_s2_w18894A89B-3736-4237-B423-1B5155F90BB0,160,4,242,Week4_27521,B02,2,DMSO,0.0,DMSO
10,B02_s2_w18894A89B-3736-4237-B423-1B5155F90BB0,161,4,242,Week4_27521,B02,2,DMSO,0.0,DMSO
10,B02_s2_w18894A89B-3736-4237-B423-1B5155F90BB0,162,4,242,Week4_27521,B02,2,DMSO,0.0,DMSO
10,B02_s2_w18894A89B-3736-4237-B423-1B5155F90BB0,163,4,242,Week4_27521,B02,2,DMSO,0.0,DMSO
10,B02_s2_w18894A89B-3736-4237-B423-1B5155F90BB0,164,4,242,Week4_27521,B02,2,DMSO,0.0,DMSO
10,B02_s2_w18894A89B-3736-4237-B423-1B5155F90BB0,165,4,242,Week4_27521,B02,2,DMSO,0.0,DMSO
10,B02_s2_w18894A89B-3736-4237-B423-1B5155F90BB0,166,4,242,Week4_27521,B02,2,DMSO,0.0,DMSO
10,B02_s2_w18894A89B-3736-4237-B423-1B5155F90BB0,167,4,242,Week4_27521,B02,2,DMSO,0.0,DMSO
10,B02_s2_w18894A89B-3736-4237-B423-1B5155F90BB0,168,4,242,Week4_27521,B02,2,DMSO,0.0,DMSO
10,B02_s2_w18894A89B-3736-4237-B423-1B5155F90BB0,169,4,242,Week4_27521,B02,2,DMSO,0.0,DMSO
10,B02_s2_w18894A89B-3736-4237-B423-1B5155F90BB0,170,4,242,Week4_27521,B02,2,DMSO,0.0,DMSO
10,B02_s2_w18894A89B-3736-4237-B423-1B5155F90BB0,171,4,242,Week4_27521,B02,2,DMSO,0.0,DMSO
10,B02_s2_w18894A89B-3736-4237-B423-1B5155F90BB0,172,4,242,Week4_27521,B02,2,DMSO,0.0,DMSO
10,B02_s2_w18894A89B-3736-4237-B423-1B5155F90BB0,173,4,242,Week4_27521,B02,2,DMSO,0.0,DMSO
10,B02_s2_w18894A89B-3736-4237-B423-1B5155F90BB0,174,4,242,Week4_27521,B02,2,DMSO,0.0,DMSO
10,B02_s2_w18894A89B-3736-4237-B423-1B5155F90BB0,175,4,242,Week4_27521,B02,2,DMSO,0.0,DMSO
10,B02_s2_w18894A89B-3736-4237-B423-1B5155F90BB0,176,4,242,Week4_27521,B02,2,DMSO,0.0,DMSO
10,B02_s2_w18894A89B-3736-4237-B423-1B5155F90BB0,177,4,242,Week4_27521,B02,2,DMSO,0.0,DMSO
10,B02_s2_w18894A89B-3736-4237-B423-1B5155F90BB0,178,4,242,Week4_27521,B02,2,DMSO,0.0,DMSO
10,B02_s2_w18894A89B-3736-4237-B423-1B5155F90BB0,179,4,242,Week4_27521,B02,2,DMSO,0.0,DMSO
10,B02_s2_w18894A89B-3736-4237-B423-1B5155F90BB0,180,4,242,Week4_27521,B02,2,DMSO,0.0,DMSO
10,B02_s2_w18894A89B-3736-4237-B423-1B5155F90BB0,181,4,242,Week4_27521,B02,2,DMSO,0.0,DMSO
10,B02_s2_w18894A89B-3736-4237-B423-1B5155F90BB0,182,4,242,Week4_27521,B02,2,DMSO,0.0,DMSO
10,B02_s2_w18894A89B-3736-4237-B423-1B5155F90BB0,183,4,242,Week4_27521,B02,2,DMSO,0.0,DMSO
4,B02_s1_w1E35EFE33-AB1C-4DB4-996B-D224E67F5C72,0,4,481,Week4_27542,B02,3,DMSO,0.0,DMSO
4,B02_s1_w1E35EFE33-AB1C-4DB4-996B-D224E67F5C72,1,4,481,Week4_27542,B02,3,DMSO,0.0,DMSO
4,B02_s1_w1E35EFE33-AB1C-4DB4-996B-D224E67F5C72,2,4,481,Week4_27542,B02,3,DMSO,0.0,DMSO
4,B02_s1_w1E35EFE33-AB1C-4DB4-996B-D224E67F5C72,3,4,481,Week4_27542,B02,3,DMSO,0.0,DMSO
4,B02_s1_w1E35EFE33-AB1C-4DB4-996B-D224E67F5C72,4,4,481,Week4_27542,B02,3,DMSO,0.0,DMSO
4,B02_s1_w1E35EFE33-AB1C-4DB4-996B-D224E67F5C72,5,4,481,Week4_27542,B02,3,DMSO,0.0,DMSO
4,B02_s1_w1E35EFE33-AB1C-4DB4-996B-D224E67F5C72,6,4,481,Week4_27542,B02,3,DMSO,0.0,DMSO
4,B02_s1_w1E35EFE33-AB1C-4DB4-996B-D224E67F5C72,7,4,481,Week4_27542,B02,3,DMSO,0.0,DMSO
4,B02_s1_w1E35EFE33-AB1C-4DB4-996B-D224E67F5C72,8,4,481,Week4_27542,B02,3,DMSO,0.0,DMSO
4,B02_s1_w1E35EFE33-AB1C-4DB4-996B-D224E67F5C72,9,4,481,Week4_27542,B02,3,DMSO,0.0,DMSO
4,B02_s1_w1E35EFE33-AB1C-4DB4-996B-D224E67F5C72,10,4,481,Week4_27542,B02,3,DMSO,0.0,DMSO
4,B02_s1_w1E35EFE33-AB1C-4DB4-996B-D224E67F5C72,11,4,481,Week4_27542,B02,3,DMSO,0.0,DMSO
